,time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h)
7516,2019-05-16 13:00:00,0.6699999999999999,0.0,0.0,0.04,0.0,0.05,0.02,0.1149144254278728
7517,2019-05-16 13:15:00,0.6699999999999999,0.0,0.0,0.04,0.0,0.05,0.02,0.1149144254278728
7518,2019-05-16 13:30:00,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1491442542787286
7519,2019-05-16 13:45:00,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1491442542787286
7520,2019-05-16 14:00:00,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1491442542787286
7521,2019-05-16 14:15:00,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1491442542787286
7522,2019-05-16 14:30:00,0.74,0.0,0.0,0.06,0.03,0.05,0.01,0.1784841075794621
7523,2019-05-16 14:45:00,0.74,0.0,0.0,0.06,0.03,0.05,0.01,0.1784841075794621
7524,2019-05-16 15:00:00,0.74,0.0,0.0,0.06,0.03,0.05,0.01,0.1784841075794621
7525,2019-05-16 15:15:00,0.74,0.0,0.0,0.06,0.03,0.05,0.01,0.1784841075794621
7526,2019-05-16 15:30:00,0.7625,0.0,0.0,0.33,0.1,0.4,0.0,0.254278728606357
7527,2019-05-16 15:45:00,0.7625,0.0,0.0,0.33,0.1,0.4,0.0,0.254278728606357
7528,2019-05-16 16:00:00,0.7625,0.0,0.0,0.33,0.1,0.4,0.0,0.254278728606357
7529,2019-05-16 16:15:00,0.7625,0.0,0.0,0.33,0.1,0.4,0.0,0.254278728606357
7530,2019-05-16 16:30:00,0.7725,0.0,0.0,0.24,0.06,0.31,0.0,0.2616136919315403
7531,2019-05-16 16:45:00,0.7725,0.0,0.0,0.24,0.06,0.31,0.0,0.2616136919315403
7532,2019-05-16 17:00:00,0.7725,0.0,0.0,0.24,0.06,0.31,0.0,0.2616136919315403
7533,2019-05-16 17:15:00,0.7725,0.0,0.0,0.24,0.06,0.31,0.0,0.2616136919315403
7534,2019-05-16 17:30:00,0.7849999999999999,0.0204081632653061,0.0204081632653061,0.25,0.06,0.32,0.0,0.254278728606357
7535,2019-05-16 17:45:00,0.7849999999999999,0.0204081632653061,0.0204081632653061,0.25,0.06,0.32,0.0,0.254278728606357
7536,2019-05-16 18:00:00,0.7849999999999999,0.0204081632653061,0.0204081632653061,0.25,0.06,0.32,0.0,0.254278728606357
7537,2019-05-16 18:15:00,0.7849999999999999,0.0204081632653061,0.0204081632653061,0.25,0.06,0.32,0.0,0.254278728606357
7538,2019-05-16 18:30:00,0.7949999999999999,0.0,0.0,0.22,0.0,0.36,0.0,0.2787286063569682
7539,2019-05-16 18:45:00,0.7949999999999999,0.0,0.0,0.22,0.0,0.36,0.0,0.2787286063569682
7540,2019-05-16 19:00:00,0.7949999999999999,0.0,0.0,0.22,0.0,0.36,0.0,0.2787286063569682
7541,2019-05-16 19:15:00,0.7949999999999999,0.0,0.0,0.22,0.0,0.36,0.0,0.2787286063569682
7542,2019-05-16 19:30:00,0.805,0.0,0.0,0.3,0.0,0.49,0.01,0.3129584352078239
7543,2019-05-16 19:45:00,0.805,0.0,0.0,0.3,0.0,0.49,0.01,0.3129584352078239
7544,2019-05-16 20:00:00,0.805,0.0,0.0,0.3,0.0,0.49,0.01,0.3129584352078239
7545,2019-05-16 20:15:00,0.805,0.0,0.0,0.3,0.0,0.49,0.01,0.3129584352078239
7546,2019-05-16 20:30:00,0.8074999999999999,0.0,0.0,0.25,0.0,0.41,0.0,0.19559902200489
7547,2019-05-16 20:45:00,0.8074999999999999,0.0,0.0,0.25,0.0,0.41,0.0,0.19559902200489
7548,2019-05-16 21:00:00,0.8074999999999999,0.0,0.0,0.25,0.0,0.41,0.0,0.19559902200489
7549,2019-05-16 21:15:00,0.8074999999999999,0.0,0.0,0.25,0.0,0.41,0.0,0.19559902200489
7550,2019-05-16 21:30:00,0.82,0.0,0.0,0.31,0.0,0.51,0.0,0.1344743276283618
7551,2019-05-16 21:45:00,0.82,0.0,0.0,0.31,0.0,0.51,0.0,0.1344743276283618
7552,2019-05-16 22:00:00,0.82,0.0,0.0,0.31,0.0,0.51,0.0,0.1344743276283618
7553,2019-05-16 22:15:00,0.82,0.0,0.0,0.31,0.0,0.51,0.0,0.1344743276283618
7554,2019-05-16 22:30:00,0.8125,0.0,0.0,0.21,0.0,0.35,0.0,0.0806845965770171
7555,2019-05-16 22:45:00,0.8125,0.0,0.0,0.21,0.0,0.35,0.0,0.0806845965770171
7556,2019-05-16 23:00:00,0.8125,0.0,0.0,0.21,0.0,0.35,0.0,0.0806845965770171
7557,2019-05-16 23:15:00,0.8125,0.0,0.0,0.21,0.0,0.35,0.0,0.0806845965770171
7558,2019-05-16 23:30:00,0.765,0.0,0.0,0.26,0.0,0.25,0.36,0.0904645476772616
7559,2019-05-16 23:45:00,0.765,0.0,0.0,0.26,0.0,0.25,0.36,0.0904645476772616
7560,2019-05-17 06:00:00,0.6699999999999999,0.0,0.0,0.2,0.0,0.32,0.01,0.2078239608801956
7561,2019-05-17 06:15:00,0.6699999999999999,0.0,0.0,0.2,0.0,0.32,0.01,0.2078239608801956
7562,2019-05-17 06:30:00,0.655,0.0,0.0,0.43,0.0,0.65,0.13,0.2762836185819071
7563,2019-05-17 06:45:00,0.655,0.0,0.0,0.43,0.0,0.65,0.13,0.2762836185819071
7564,2019-05-17 07:00:00,0.655,0.0,0.0,0.43,0.0,0.65,0.13,0.2762836185819071
7565,2019-05-17 07:15:00,0.655,0.0,0.0,0.43,0.0,0.65,0.13,0.2762836185819071
7566,2019-05-17 07:30:00,0.6475,0.0,0.0,0.27,0.0,0.35,0.21,0.3471882640586797
7567,2019-05-17 07:45:00,0.6475,0.0,0.0,0.27,0.0,0.35,0.21,0.3471882640586797
7568,2019-05-17 08:00:00,0.6475,0.0,0.0,0.27,0.0,0.35,0.21,0.3471882640586797
7569,2019-05-17 08:15:00,0.6475,0.0,0.0,0.27,0.0,0.35,0.21,0.3471882640586797
7570,2019-05-17 08:30:00,0.6325,0.0,0.0,0.26,0.0,0.02,0.81,0.3447432762836185
7571,2019-05-17 08:45:00,0.6325,0.0,0.0,0.26,0.0,0.02,0.81,0.3447432762836185
7572,2019-05-17 09:00:00,0.6325,0.0,0.0,0.26,0.0,0.02,0.81,0.3447432762836185
7573,2019-05-17 09:15:00,0.6325,0.0,0.0,0.26,0.0,0.02,0.81,0.3447432762836185
7574,2019-05-17 09:30:00,0.6675,0.0,0.0,0.07,0.0,0.02,0.18,0.2640586797066014
7575,2019-05-17 09:45:00,0.6675,0.0,0.0,0.07,0.0,0.02,0.18,0.2640586797066014
7576,2019-05-17 10:00:00,0.6675,0.0,0.0,0.07,0.0,0.02,0.18,0.2640586797066014
7577,2019-05-17 10:15:00,0.6675,0.0,0.0,0.07,0.0,0.02,0.18,0.2640586797066014
7578,2019-05-17 10:30:00,0.6799999999999999,0.0,0.0,0.33,0.0,0.07,0.95,0.2885085574572127
7579,2019-05-17 10:45:00,0.6799999999999999,0.0,0.0,0.33,0.0,0.07,0.95,0.2885085574572127
7580,2019-05-17 11:00:00,0.6799999999999999,0.0,0.0,0.33,0.0,0.07,0.95,0.2885085574572127
7581,2019-05-17 11:15:00,0.6799999999999999,0.0,0.0,0.33,0.0,0.07,0.95,0.2885085574572127
7582,2019-05-17 11:30:00,0.7125,0.0,0.0,0.29,0.0,0.02,0.93,0.2713936430317848
7583,2019-05-17 11:45:00,0.7125,0.0,0.0,0.29,0.0,0.02,0.93,0.2713936430317848
7584,2019-05-17 12:00:00,0.7125,0.0,0.0,0.29,0.0,0.02,0.93,0.2713936430317848
7585,2019-05-17 12:15:00,0.7125,0.0,0.0,0.29,0.0,0.02,0.93,0.2713936430317848
7586,2019-05-17 12:30:00,0.7425,0.0,0.0,0.1,0.0,0.02,0.28,0.2885085574572127
7587,2019-05-17 12:45:00,0.7425,0.0,0.0,0.1,0.0,0.02,0.28,0.2885085574572127
7588,2019-05-17 13:00:00,0.7425,0.0,0.0,0.1,0.0,0.02,0.28,0.2885085574572127
7589,2019-05-17 13:15:00,0.7425,0.0,0.0,0.1,0.0,0.02,0.28,0.2885085574572127
7590,2019-05-17 13:30:00,0.7875,0.0,0.0,0.16,0.0,0.03,0.48,0.3007334963325183
7591,2019-05-17 13:45:00,0.7875,0.0,0.0,0.16,0.0,0.03,0.48,0.3007334963325183
7592,2019-05-17 14:00:00,0.7875,0.0,0.0,0.16,0.0,0.03,0.48,0.3007334963325183
7593,2019-05-17 14:15:00,0.7875,0.0,0.0,0.16,0.0,0.03,0.48,0.3007334963325183
7594,2019-05-17 14:30:00,0.835,0.0,0.0,0.27,0.0,0.1,0.69,0.3129584352078239
7595,2019-05-17 14:45:00,0.835,0.0,0.0,0.27,0.0,0.1,0.69,0.3129584352078239
7596,2019-05-17 15:00:00,0.835,0.0,0.0,0.27,0.0,0.1,0.69,0.3129584352078239
7597,2019-05-17 15:15:00,0.835,0.0,0.0,0.27,0.0,0.1,0.69,0.3129584352078239
7598,2019-05-17 15:30:00,0.8625,0.0,0.0,0.45,0.01,0.28,0.9,0.3447432762836185
7599,2019-05-17 15:45:00,0.8625,0.0,0.0,0.45,0.01,0.28,0.9,0.3447432762836185
7600,2019-05-17 16:00:00,0.8625,0.0,0.0,0.45,0.01,0.28,0.9,0.3447432762836185
7601,2019-05-17 16:15:00,0.8625,0.0,0.0,0.45,0.01,0.28,0.9,0.3447432762836185
7602,2019-05-17 16:30:00,0.8574999999999999,0.1632653061224489,0.1632653061224489,0.63,0.0,0.66,0.78,0.3520782396088019
7603,2019-05-17 16:45:00,0.8574999999999999,0.1632653061224489,0.1632653061224489,0.63,0.0,0.66,0.78,0.3520782396088019
7604,2019-05-17 17:00:00,0.8574999999999999,0.1632653061224489,0.1632653061224489,0.63,0.0,0.66,0.78,0.3520782396088019
7605,2019-05-17 17:15:00,0.8574999999999999,0.1632653061224489,0.1632653061224489,0.63,0.0,0.66,0.78,0.3520782396088019
7606,2019-05-17 17:30:00,0.85,0.1020408163265306,0.1020408163265306,0.48,0.03,0.6,0.3,0.3398533007334963
7607,2019-05-17 17:45:00,0.85,0.1020408163265306,0.1020408163265306,0.48,0.03,0.6,0.3,0.3398533007334963
7608,2019-05-17 18:00:00,0.85,0.1020408163265306,0.1020408163265306,0.48,0.03,0.6,0.3,0.3398533007334963
7609,2019-05-17 18:15:00,0.85,0.1020408163265306,0.1020408163265306,0.48,0.03,0.6,0.3,0.3398533007334963
7610,2019-05-17 18:30:00,0.8699999999999999,0.1224489795918367,0.1224489795918367,0.49,0.18,0.47,0.16,0.3447432762836185
7611,2019-05-17 18:45:00,0.8699999999999999,0.1224489795918367,0.1224489795918367,0.49,0.18,0.47,0.16,0.3447432762836185
7612,2019-05-17 19:00:00,0.8699999999999999,0.1224489795918367,0.1224489795918367,0.49,0.18,0.47,0.16,0.3447432762836185
7613,2019-05-17 19:15:00,0.8699999999999999,0.1224489795918367,0.1224489795918367,0.49,0.18,0.47,0.16,0.3447432762836185
7614,2019-05-17 19:30:00,0.8699999999999999,0.0,0.0,0.52,0.2,0.56,0.0,0.2860635696821516
7615,2019-05-17 19:45:00,0.8699999999999999,0.0,0.0,0.52,0.2,0.56,0.0,0.2860635696821516
7616,2019-05-17 20:00:00,0.8699999999999999,0.0,0.0,0.52,0.2,0.56,0.0,0.2860635696821516
7617,2019-05-17 20:15:00,0.8699999999999999,0.0,0.0,0.52,0.2,0.56,0.0,0.2860635696821516
7618,2019-05-17 20:30:00,0.8525,0.0,0.0,0.46,0.16,0.52,0.0,0.2665036674816626
7619,2019-05-17 20:45:00,0.8525,0.0,0.0,0.46,0.16,0.52,0.0,0.2665036674816626
7620,2019-05-17 21:00:00,0.8525,0.0,0.0,0.46,0.16,0.52,0.0,0.2665036674816626
7621,2019-05-17 21:15:00,0.8525,0.0,0.0,0.46,0.16,0.52,0.0,0.2665036674816626
7622,2019-05-17 21:30:00,0.8400000000000001,0.0,0.0,0.5,0.13,0.5,0.29,0.1711491442542787
7623,2019-05-17 21:45:00,0.8400000000000001,0.0,0.0,0.5,0.13,0.5,0.29,0.1711491442542787
7624,2019-05-17 22:00:00,0.8400000000000001,0.0,0.0,0.5,0.13,0.5,0.29,0.1711491442542787
7625,2019-05-17 22:15:00,0.8400000000000001,0.0,0.0,0.5,0.13,0.5,0.29,0.1711491442542787
7626,2019-05-17 22:30:00,0.8324999999999999,0.0,0.0,0.26,0.09,0.3,0.0,0.1491442542787286
7627,2019-05-17 22:45:00,0.8324999999999999,0.0,0.0,0.26,0.09,0.3,0.0,0.1491442542787286
7628,2019-05-17 23:00:00,0.8324999999999999,0.0,0.0,0.26,0.09,0.3,0.0,0.1491442542787286
7629,2019-05-17 23:15:00,0.8324999999999999,0.0,0.0,0.26,0.09,0.3,0.0,0.1491442542787286
7630,2019-05-17 23:30:00,0.8125,0.0,0.0,0.2,0.0,0.26,0.13,0.1882640586797065
7631,2019-05-17 23:45:00,0.8125,0.0,0.0,0.2,0.0,0.26,0.13,0.1882640586797065
7632,2019-05-18 06:00:00,0.7224999999999999,0.0,0.0,0.38,0.05,0.07,0.96,0.3374083129584352
7633,2019-05-18 06:15:00,0.7224999999999999,0.0,0.0,0.38,0.05,0.07,0.96,0.3374083129584352
7634,2019-05-18 06:30:00,0.695,0.0,0.0,0.15,0.0,0.0,0.5,0.3178484107579462
7635,2019-05-18 06:45:00,0.695,0.0,0.0,0.15,0.0,0.0,0.5,0.3178484107579462
7636,2019-05-18 07:00:00,0.695,0.0,0.0,0.15,0.0,0.0,0.5,0.3178484107579462
7637,2019-05-18 07:15:00,0.695,0.0,0.0,0.15,0.0,0.0,0.5,0.3178484107579462
7638,2019-05-18 07:30:00,0.675,0.0,0.0,0.1,0.0,0.0,0.32,0.2811735941320293
7639,2019-05-18 07:45:00,0.675,0.0,0.0,0.1,0.0,0.0,0.32,0.2811735941320293
7640,2019-05-18 08:00:00,0.675,0.0,0.0,0.1,0.0,0.0,0.32,0.2811735941320293
7641,2019-05-18 08:15:00,0.675,0.0,0.0,0.1,0.0,0.0,0.32,0.2811735941320293
7642,2019-05-18 08:30:00,0.6449999999999999,0.0,0.0,0.22,0.0,0.0,0.74,0.2713936430317848
7643,2019-05-18 08:45:00,0.6449999999999999,0.0,0.0,0.22,0.0,0.0,0.74,0.2713936430317848
7644,2019-05-18 09:00:00,0.6449999999999999,0.0,0.0,0.22,0.0,0.0,0.74,0.2713936430317848
7645,2019-05-18 09:15:00,0.6449999999999999,0.0,0.0,0.22,0.0,0.0,0.74,0.2713936430317848
7646,2019-05-18 09:30:00,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.2029339853300733
7647,2019-05-18 09:45:00,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.2029339853300733
7648,2019-05-18 10:00:00,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.2029339853300733
7649,2019-05-18 10:15:00,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.2029339853300733
7650,2019-05-18 10:30:00,0.6575,0.0,0.0,0.0,0.0,0.0,0.0,0.1833740831295843
7651,2019-05-18 10:45:00,0.6575,0.0,0.0,0.0,0.0,0.0,0.0,0.1833740831295843
7652,2019-05-18 11:00:00,0.6575,0.0,0.0,0.0,0.0,0.0,0.0,0.1833740831295843
7653,2019-05-18 11:15:00,0.6575,0.0,0.0,0.0,0.0,0.0,0.0,0.1833740831295843
7654,2019-05-18 11:30:00,0.6824999999999999,0.0,0.0,0.23,0.0,0.0,0.76,0.1613691931540342
7655,2019-05-18 11:45:00,0.6824999999999999,0.0,0.0,0.23,0.0,0.0,0.76,0.1613691931540342
7656,2019-05-18 12:00:00,0.6824999999999999,0.0,0.0,0.23,0.0,0.0,0.76,0.1613691931540342
7657,2019-05-18 12:15:00,0.6824999999999999,0.0,0.0,0.23,0.0,0.0,0.76,0.1613691931540342
7658,2019-05-18 12:30:00,0.7025,0.0,0.0,0.26,0.0,0.0,0.88,0.1907090464547677
7659,2019-05-18 12:45:00,0.7025,0.0,0.0,0.26,0.0,0.0,0.88,0.1907090464547677
7660,2019-05-18 13:00:00,0.7025,0.0,0.0,0.26,0.0,0.0,0.88,0.1907090464547677
7661,2019-05-18 13:15:00,0.7025,0.0,0.0,0.26,0.0,0.0,0.88,0.1907090464547677
7662,2019-05-18 13:30:00,0.72,0.0,0.0,0.28,0.0,0.0,0.94,0.1687041564792176
7663,2019-05-18 13:45:00,0.72,0.0,0.0,0.28,0.0,0.0,0.94,0.1687041564792176
7664,2019-05-18 14:00:00,0.72,0.0,0.0,0.28,0.0,0.0,0.94,0.1687041564792176
7665,2019-05-18 14:15:00,0.72,0.0,0.0,0.28,0.0,0.0,0.94,0.1687041564792176
7666,2019-05-18 14:30:00,0.76,0.0,0.0,0.01,0.0,0.0,0.03,0.1466992665036675
7667,2019-05-18 14:45:00,0.76,0.0,0.0,0.01,0.0,0.0,0.03,0.1466992665036675
7668,2019-05-18 15:00:00,0.76,0.0,0.0,0.01,0.0,0.0,0.03,0.1466992665036675
7669,2019-05-18 15:15:00,0.76,0.0,0.0,0.01,0.0,0.0,0.03,0.1466992665036675
7670,2019-05-18 15:30:00,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.1589242053789731
7671,2019-05-18 15:45:00,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.1589242053789731
7672,2019-05-18 16:00:00,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.1589242053789731
7673,2019-05-18 16:15:00,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.1589242053789731
7674,2019-05-18 16:30:00,0.78,0.0,0.0,0.11,0.0,0.0,0.36,0.139364303178484
7675,2019-05-18 16:45:00,0.78,0.0,0.0,0.11,0.0,0.0,0.36,0.139364303178484
7676,2019-05-18 17:00:00,0.78,0.0,0.0,0.11,0.0,0.0,0.36,0.139364303178484
7677,2019-05-18 17:15:00,0.78,0.0,0.0,0.11,0.0,0.0,0.36,0.139364303178484
7678,2019-05-18 17:30:00,0.7925000000000001,0.0,0.0,0.26,0.0,0.0,0.86,0.1051344743276283
7679,2019-05-18 17:45:00,0.7925000000000001,0.0,0.0,0.26,0.0,0.0,0.86,0.1051344743276283
7680,2019-05-18 18:00:00,0.7925000000000001,0.0,0.0,0.26,0.0,0.0,0.86,0.1051344743276283
7681,2019-05-18 18:15:00,0.7925000000000001,0.0,0.0,0.26,0.0,0.0,0.86,0.1051344743276283
7682,2019-05-18 18:30:00,0.805,0.0,0.0,0.25,0.0,0.0,0.83,0.1246943765281173
7683,2019-05-18 18:45:00,0.805,0.0,0.0,0.25,0.0,0.0,0.83,0.1246943765281173
7684,2019-05-18 19:00:00,0.805,0.0,0.0,0.25,0.0,0.0,0.83,0.1246943765281173
7685,2019-05-18 19:15:00,0.805,0.0,0.0,0.25,0.0,0.0,0.83,0.1246943765281173
7686,2019-05-18 19:30:00,0.8074999999999999,0.0,0.0,0.27,0.0,0.03,0.85,0.1295843520782396
7687,2019-05-18 19:45:00,0.8074999999999999,0.0,0.0,0.27,0.0,0.03,0.85,0.1295843520782396
7688,2019-05-18 20:00:00,0.8074999999999999,0.0,0.0,0.27,0.0,0.03,0.85,0.1295843520782396
7689,2019-05-18 20:15:00,0.8074999999999999,0.0,0.0,0.27,0.0,0.03,0.85,0.1295843520782396
7690,2019-05-18 20:30:00,0.825,0.0,0.0,0.24,0.0,0.0,0.81,0.1026894865525672
7691,2019-05-18 20:45:00,0.825,0.0,0.0,0.24,0.0,0.0,0.81,0.1026894865525672
7692,2019-05-18 21:00:00,0.825,0.0,0.0,0.24,0.0,0.0,0.81,0.1026894865525672
7693,2019-05-18 21:15:00,0.825,0.0,0.0,0.24,0.0,0.0,0.81,0.1026894865525672
7694,2019-05-18 21:30:00,0.8300000000000001,0.0,0.0,0.21,0.0,0.0,0.71,0.2176039119804401
7695,2019-05-18 21:45:00,0.8300000000000001,0.0,0.0,0.21,0.0,0.0,0.71,0.2176039119804401
7696,2019-05-18 22:00:00,0.8300000000000001,0.0,0.0,0.21,0.0,0.0,0.71,0.2176039119804401
7697,2019-05-18 22:15:00,0.8300000000000001,0.0,0.0,0.21,0.0,0.0,0.71,0.2176039119804401
7698,2019-05-18 22:30:00,0.8099999999999999,0.0,0.0,0.13,0.0,0.0,0.42,0.2909535452322738
7699,2019-05-18 22:45:00,0.8099999999999999,0.0,0.0,0.13,0.0,0.0,0.42,0.2909535452322738
7700,2019-05-18 23:00:00,0.8099999999999999,0.0,0.0,0.13,0.0,0.0,0.42,0.2909535452322738
7701,2019-05-18 23:15:00,0.8099999999999999,0.0,0.0,0.13,0.0,0.0,0.42,0.2909535452322738
7702,2019-05-18 23:30:00,0.7775000000000001,0.0,0.0,0.26,0.0,0.0,0.87,0.2860635696821516
7703,2019-05-18 23:45:00,0.7775000000000001,0.0,0.0,0.26,0.0,0.0,0.87,0.2860635696821516
7704,2019-05-19 06:00:00,0.6699999999999999,0.0,0.0,0.26,0.0,0.07,0.74,0.2518337408312958
7705,2019-05-19 06:15:00,0.6699999999999999,0.0,0.0,0.26,0.0,0.07,0.74,0.2518337408312958
7706,2019-05-19 06:30:00,0.6775,0.0,0.0,0.26,0.0,0.05,0.77,0.1931540342298288
7707,2019-05-19 06:45:00,0.6775,0.0,0.0,0.26,0.0,0.05,0.77,0.1931540342298288
7708,2019-05-19 07:00:00,0.6775,0.0,0.0,0.26,0.0,0.05,0.77,0.1931540342298288
7709,2019-05-19 07:15:00,0.6775,0.0,0.0,0.26,0.0,0.05,0.77,0.1931540342298288
7710,2019-05-19 07:30:00,0.6725,0.0,0.0,0.32,0.0,0.12,0.83,0.1540342298288508
7711,2019-05-19 07:45:00,0.6725,0.0,0.0,0.32,0.0,0.12,0.83,0.1540342298288508
7712,2019-05-19 08:00:00,0.6725,0.0,0.0,0.32,0.0,0.12,0.83,0.1540342298288508
7713,2019-05-19 08:15:00,0.6725,0.0,0.0,0.32,0.0,0.12,0.83,0.1540342298288508
7714,2019-05-19 08:30:00,0.6599999999999999,0.0,0.0,0.4,0.03,0.16,0.92,0.1687041564792176
7715,2019-05-19 08:45:00,0.6599999999999999,0.0,0.0,0.4,0.03,0.16,0.92,0.1687041564792176
7716,2019-05-19 09:00:00,0.6599999999999999,0.0,0.0,0.4,0.03,0.16,0.92,0.1687041564792176
7717,2019-05-19 09:15:00,0.6599999999999999,0.0,0.0,0.4,0.03,0.16,0.92,0.1687041564792176
7718,2019-05-19 09:30:00,0.6875,0.0,0.0,0.56,0.06,0.35,0.98,0.1907090464547677
7719,2019-05-19 09:45:00,0.6875,0.0,0.0,0.56,0.06,0.35,0.98,0.1907090464547677
7720,2019-05-19 10:00:00,0.6875,0.0,0.0,0.56,0.06,0.35,0.98,0.1907090464547677
7721,2019-05-19 10:15:00,0.6875,0.0,0.0,0.56,0.06,0.35,0.98,0.1907090464547677
7722,2019-05-19 10:30:00,0.6925000000000001,0.0408163265306122,0.0408163265306122,0.58,0.09,0.33,1.0,0.2347188264058679
7723,2019-05-19 10:45:00,0.6925000000000001,0.0408163265306122,0.0408163265306122,0.58,0.09,0.33,1.0,0.2347188264058679
7724,2019-05-19 11:00:00,0.6925000000000001,0.0408163265306122,0.0408163265306122,0.58,0.09,0.33,1.0,0.2347188264058679
7725,2019-05-19 11:15:00,0.6925000000000001,0.0408163265306122,0.0408163265306122,0.58,0.09,0.33,1.0,0.2347188264058679
7726,2019-05-19 11:30:00,0.7050000000000001,0.1224489795918367,0.1224489795918367,0.47,0.03,0.24,1.0,0.2224938875305623
7727,2019-05-19 11:45:00,0.7050000000000001,0.1224489795918367,0.1224489795918367,0.47,0.03,0.24,1.0,0.2224938875305623
7728,2019-05-19 12:00:00,0.7050000000000001,0.1224489795918367,0.1224489795918367,0.47,0.03,0.24,1.0,0.2224938875305623
7729,2019-05-19 12:15:00,0.7050000000000001,0.1224489795918367,0.1224489795918367,0.47,0.03,0.24,1.0,0.2224938875305623
7730,2019-05-19 12:30:00,0.7150000000000001,0.0,0.0,0.34,0.0,0.06,1.0,0.2567237163814181
7731,2019-05-19 12:45:00,0.7150000000000001,0.0,0.0,0.34,0.0,0.06,1.0,0.2567237163814181
7732,2019-05-19 13:00:00,0.7150000000000001,0.0,0.0,0.34,0.0,0.06,1.0,0.2567237163814181
7733,2019-05-19 13:15:00,0.7150000000000001,0.0,0.0,0.34,0.0,0.06,1.0,0.2567237163814181
7734,2019-05-19 13:30:00,0.7375,0.0,0.0,0.4,0.04,0.11,0.98,0.2640586797066014
7735,2019-05-19 13:45:00,0.7375,0.0,0.0,0.4,0.04,0.11,0.98,0.2640586797066014
7736,2019-05-19 14:00:00,0.7375,0.0,0.0,0.4,0.04,0.11,0.98,0.2640586797066014
7737,2019-05-19 14:15:00,0.7375,0.0,0.0,0.4,0.04,0.11,0.98,0.2640586797066014
7738,2019-05-19 14:30:00,0.8025,0.0,0.0,0.21,0.01,0.09,0.5,0.3178484107579462
7739,2019-05-19 14:45:00,0.8025,0.0,0.0,0.21,0.01,0.09,0.5,0.3178484107579462
7740,2019-05-19 15:00:00,0.8025,0.0,0.0,0.21,0.01,0.09,0.5,0.3178484107579462
7741,2019-05-19 15:15:00,0.8025,0.0,0.0,0.21,0.01,0.09,0.5,0.3178484107579462
7742,2019-05-19 15:30:00,0.8425,0.0,0.0,0.03,0.01,0.03,0.0,0.3691931540342298
7743,2019-05-19 15:45:00,0.8425,0.0,0.0,0.03,0.01,0.03,0.0,0.3691931540342298
7744,2019-05-19 16:00:00,0.8425,0.0,0.0,0.03,0.01,0.03,0.0,0.3691931540342298
7745,2019-05-19 16:15:00,0.8425,0.0,0.0,0.03,0.01,0.03,0.0,0.3691931540342298
7746,2019-05-19 16:30:00,0.875,0.0,0.0,0.29,0.32,0.0,0.0,0.4132029339853301
7747,2019-05-19 16:45:00,0.875,0.0,0.0,0.29,0.32,0.0,0.0,0.4132029339853301
7748,2019-05-19 17:00:00,0.875,0.0,0.0,0.29,0.32,0.0,0.0,0.4132029339853301
7749,2019-05-19 17:15:00,0.875,0.0,0.0,0.29,0.32,0.0,0.0,0.4132029339853301
7750,2019-05-19 17:30:00,0.8975,0.0,0.0,0.59,0.65,0.0,0.0,0.4058679706601467
7751,2019-05-19 17:45:00,0.8975,0.0,0.0,0.59,0.65,0.0,0.0,0.4058679706601467
7752,2019-05-19 18:00:00,0.8975,0.0,0.0,0.59,0.65,0.0,0.0,0.4058679706601467
7753,2019-05-19 18:15:00,0.8975,0.0,0.0,0.59,0.65,0.0,0.0,0.4058679706601467
7754,2019-05-19 18:30:00,0.8975,0.0,0.0,0.63,0.69,0.01,0.0,0.3643031784841076
7755,2019-05-19 18:45:00,0.8975,0.0,0.0,0.63,0.69,0.01,0.0,0.3643031784841076
7756,2019-05-19 19:00:00,0.8975,0.0,0.0,0.63,0.69,0.01,0.0,0.3643031784841076
7757,2019-05-19 19:15:00,0.8975,0.0,0.0,0.63,0.69,0.01,0.0,0.3643031784841076
7758,2019-05-19 19:30:00,0.9025,0.0,0.0,0.08,0.06,0.05,0.0,0.4254278728606357
7759,2019-05-19 19:45:00,0.9025,0.0,0.0,0.08,0.06,0.05,0.0,0.4254278728606357
7760,2019-05-19 20:00:00,0.9025,0.0,0.0,0.08,0.06,0.05,0.0,0.4254278728606357
7761,2019-05-19 20:15:00,0.9025,0.0,0.0,0.08,0.06,0.05,0.0,0.4254278728606357
7762,2019-05-19 20:30:00,0.8975,0.0,0.0,0.05,0.01,0.01,0.13,0.4523227383863081
7763,2019-05-19 20:45:00,0.8975,0.0,0.0,0.05,0.01,0.01,0.13,0.4523227383863081
