,time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h)
7009,2019-05-09 12:15:00,0.5974999999999999,0.0,0.0,1.0,0.74,1.0,0.79,0.3520782396088019
7010,2019-05-09 12:30:00,0.6025,0.0,0.0,1.0,0.99,0.99,0.8,0.3520782396088019
7011,2019-05-09 12:45:00,0.6025,0.0,0.0,1.0,0.99,0.99,0.8,0.3520782396088019
7012,2019-05-09 13:00:00,0.6025,0.0,0.0,1.0,0.99,0.99,0.8,0.3520782396088019
7013,2019-05-09 13:15:00,0.6025,0.0,0.0,1.0,0.99,0.99,0.8,0.3520782396088019
7014,2019-05-09 13:30:00,0.6125,0.0,0.0,1.0,0.98,1.0,0.83,0.3422982885085575
7015,2019-05-09 13:45:00,0.6125,0.0,0.0,1.0,0.98,1.0,0.83,0.3422982885085575
7016,2019-05-09 14:00:00,0.6125,0.0,0.0,1.0,0.98,1.0,0.83,0.3422982885085575
7017,2019-05-09 14:15:00,0.6125,0.0,0.0,1.0,0.98,1.0,0.83,0.3422982885085575
7018,2019-05-09 14:30:00,0.6275000000000001,0.0,0.0,1.0,0.74,0.9,0.94,0.3716381418092909
7019,2019-05-09 14:45:00,0.6275000000000001,0.0,0.0,1.0,0.74,0.9,0.94,0.3716381418092909
7020,2019-05-09 15:00:00,0.6275000000000001,0.0,0.0,1.0,0.74,0.9,0.94,0.3716381418092909
7021,2019-05-09 15:15:00,0.6275000000000001,0.0,0.0,1.0,0.74,0.9,0.94,0.3716381418092909
7022,2019-05-09 15:30:00,0.64,0.0,0.0,1.0,0.54,0.81,0.97,0.4058679706601467
7023,2019-05-09 15:45:00,0.64,0.0,0.0,1.0,0.54,0.81,0.97,0.4058679706601467
7024,2019-05-09 16:00:00,0.64,0.0,0.0,1.0,0.54,0.81,0.97,0.4058679706601467
7025,2019-05-09 16:15:00,0.64,0.0,0.0,1.0,0.54,0.81,0.97,0.4058679706601467
7026,2019-05-09 16:30:00,0.64,0.0,0.0,1.0,0.32,0.96,0.95,0.4156479217603912
7027,2019-05-09 16:45:00,0.64,0.0,0.0,1.0,0.32,0.96,0.95,0.4156479217603912
7028,2019-05-09 17:00:00,0.64,0.0,0.0,1.0,0.32,0.96,0.95,0.4156479217603912
7029,2019-05-09 17:15:00,0.64,0.0,0.0,1.0,0.32,0.96,0.95,0.4156479217603912
7030,2019-05-09 17:30:00,0.6325,0.0,0.0,1.0,0.77,0.96,0.82,0.4400977995110025
7031,2019-05-09 17:45:00,0.6325,0.0,0.0,1.0,0.77,0.96,0.82,0.4400977995110025
7032,2019-05-09 18:00:00,0.6325,0.0,0.0,1.0,0.77,0.96,0.82,0.4400977995110025
7033,2019-05-09 18:15:00,0.6325,0.0,0.0,1.0,0.77,0.96,0.82,0.4400977995110025
7034,2019-05-09 18:30:00,0.6375,0.0612244897959183,0.0612244897959183,1.0,1.0,0.72,0.7,0.4254278728606357
7035,2019-05-09 18:45:00,0.6375,0.0612244897959183,0.0612244897959183,1.0,1.0,0.72,0.7,0.4254278728606357
7036,2019-05-09 19:00:00,0.6375,0.0612244897959183,0.0612244897959183,1.0,1.0,0.72,0.7,0.4254278728606357
7037,2019-05-09 19:15:00,0.6375,0.0612244897959183,0.0612244897959183,1.0,1.0,0.72,0.7,0.4254278728606357
7038,2019-05-09 19:30:00,0.625,0.0,0.0,1.0,1.0,0.53,0.81,0.4254278728606357
7039,2019-05-09 19:45:00,0.625,0.0,0.0,1.0,1.0,0.53,0.81,0.4254278728606357
7040,2019-05-09 20:00:00,0.625,0.0,0.0,1.0,1.0,0.53,0.81,0.4254278728606357
7041,2019-05-09 20:15:00,0.625,0.0,0.0,1.0,1.0,0.53,0.81,0.4254278728606357
7042,2019-05-09 20:30:00,0.6224999999999999,0.0,0.0,1.0,1.0,0.23,0.83,0.4278728606356968
7043,2019-05-09 20:45:00,0.6224999999999999,0.0,0.0,1.0,1.0,0.23,0.83,0.4278728606356968
7044,2019-05-09 21:00:00,0.6224999999999999,0.0,0.0,1.0,1.0,0.23,0.83,0.4278728606356968
7045,2019-05-09 21:15:00,0.6224999999999999,0.0,0.0,1.0,1.0,0.23,0.83,0.4278728606356968
7046,2019-05-09 21:30:00,0.6125,0.0,0.0,1.0,1.0,0.97,0.97,0.3251833740831296
7047,2019-05-09 21:45:00,0.6125,0.0,0.0,1.0,1.0,0.97,0.97,0.3251833740831296
7048,2019-05-09 22:00:00,0.6125,0.0,0.0,1.0,1.0,0.97,0.97,0.3251833740831296
7049,2019-05-09 22:15:00,0.6125,0.0,0.0,1.0,1.0,0.97,0.97,0.3251833740831296
7050,2019-05-09 22:30:00,0.615,0.0,0.0,1.0,1.0,0.99,0.57,0.3300733496332518
7051,2019-05-09 22:45:00,0.615,0.0,0.0,1.0,1.0,0.99,0.57,0.3300733496332518
7052,2019-05-09 23:00:00,0.615,0.0,0.0,1.0,1.0,0.99,0.57,0.3300733496332518
7053,2019-05-09 23:15:00,0.615,0.0,0.0,1.0,1.0,0.99,0.57,0.3300733496332518
7054,2019-05-09 23:30:00,0.6125,0.0,0.0,1.0,0.99,0.97,0.71,0.3545232273838631
7055,2019-05-09 23:45:00,0.6125,0.0,0.0,1.0,0.99,0.97,0.71,0.3545232273838631
7056,2019-05-10 06:00:00,0.6224999999999999,0.0,0.0,1.0,1.0,0.65,0.89,0.3618581907090464
7057,2019-05-10 06:15:00,0.6224999999999999,0.0,0.0,1.0,1.0,0.65,0.89,0.3618581907090464
7058,2019-05-10 06:30:00,0.6275000000000001,0.0204081632653061,0.0204081632653061,1.0,1.0,0.33,0.95,0.3471882640586797
7059,2019-05-10 06:45:00,0.6275000000000001,0.0204081632653061,0.0204081632653061,1.0,1.0,0.33,0.95,0.3471882640586797
7060,2019-05-10 07:00:00,0.6275000000000001,0.0204081632653061,0.0204081632653061,1.0,1.0,0.33,0.95,0.3471882640586797
7061,2019-05-10 07:15:00,0.6275000000000001,0.0204081632653061,0.0204081632653061,1.0,1.0,0.33,0.95,0.3471882640586797
7062,2019-05-10 07:30:00,0.6275000000000001,0.0612244897959183,0.0612244897959183,1.0,1.0,0.26,0.97,0.3202933985330073
7063,2019-05-10 07:45:00,0.6275000000000001,0.0612244897959183,0.0612244897959183,1.0,1.0,0.26,0.97,0.3202933985330073
7064,2019-05-10 08:00:00,0.6275000000000001,0.0612244897959183,0.0612244897959183,1.0,1.0,0.26,0.97,0.3202933985330073
7065,2019-05-10 08:15:00,0.6275000000000001,0.0612244897959183,0.0612244897959183,1.0,1.0,0.26,0.97,0.3202933985330073
7066,2019-05-10 08:30:00,0.635,0.0,0.0,1.0,0.73,0.24,0.93,0.3398533007334963
7067,2019-05-10 08:45:00,0.635,0.0,0.0,1.0,0.73,0.24,0.93,0.3398533007334963
7068,2019-05-10 09:00:00,0.635,0.0,0.0,1.0,0.73,0.24,0.93,0.3398533007334963
7069,2019-05-10 09:15:00,0.635,0.0,0.0,1.0,0.73,0.24,0.93,0.3398533007334963
7070,2019-05-10 09:30:00,0.6475,0.0,0.0,1.0,1.0,0.32,0.97,0.295843520782396
7071,2019-05-10 09:45:00,0.6475,0.0,0.0,1.0,1.0,0.32,0.97,0.295843520782396
7072,2019-05-10 10:00:00,0.6475,0.0,0.0,1.0,1.0,0.32,0.97,0.295843520782396
7073,2019-05-10 10:15:00,0.6475,0.0,0.0,1.0,1.0,0.32,0.97,0.295843520782396
7074,2019-05-10 10:30:00,0.6599999999999999,0.0,0.0,1.0,0.99,0.69,0.62,0.3080684596577017
7075,2019-05-10 10:45:00,0.6599999999999999,0.0,0.0,1.0,0.99,0.69,0.62,0.3080684596577017
7076,2019-05-10 11:00:00,0.6599999999999999,0.0,0.0,1.0,0.99,0.69,0.62,0.3080684596577017
7077,2019-05-10 11:15:00,0.6599999999999999,0.0,0.0,1.0,0.99,0.69,0.62,0.3080684596577017
7078,2019-05-10 11:30:00,0.675,0.0,0.0,1.0,0.86,0.91,0.71,0.293398533007335
7079,2019-05-10 11:45:00,0.675,0.0,0.0,1.0,0.86,0.91,0.71,0.293398533007335
7080,2019-05-10 12:00:00,0.675,0.0,0.0,1.0,0.86,0.91,0.71,0.293398533007335
7081,2019-05-10 12:15:00,0.675,0.0,0.0,1.0,0.86,0.91,0.71,0.293398533007335
7082,2019-05-10 12:30:00,0.6900000000000001,0.0,0.0,1.0,0.72,0.84,0.89,0.3178484107579462
7083,2019-05-10 12:45:00,0.6900000000000001,0.0,0.0,1.0,0.72,0.84,0.89,0.3178484107579462
7084,2019-05-10 13:00:00,0.6900000000000001,0.0,0.0,1.0,0.72,0.84,0.89,0.3178484107579462
7085,2019-05-10 13:15:00,0.6900000000000001,0.0,0.0,1.0,0.72,0.84,0.89,0.3178484107579462
7086,2019-05-10 13:30:00,0.7224999999999999,0.0,0.0,1.0,0.49,0.75,0.98,0.2885085574572127
7087,2019-05-10 13:45:00,0.7224999999999999,0.0,0.0,1.0,0.49,0.75,0.98,0.2885085574572127
7088,2019-05-10 14:00:00,0.7224999999999999,0.0,0.0,1.0,0.49,0.75,0.98,0.2885085574572127
7089,2019-05-10 14:15:00,0.7224999999999999,0.0,0.0,1.0,0.49,0.75,0.98,0.2885085574572127
7090,2019-05-10 14:30:00,0.775,0.0,0.0,1.0,0.34,0.99,0.95,0.3276283618581907
7091,2019-05-10 14:45:00,0.775,0.0,0.0,1.0,0.34,0.99,0.95,0.3276283618581907
7092,2019-05-10 15:00:00,0.775,0.0,0.0,1.0,0.34,0.99,0.95,0.3276283618581907
7093,2019-05-10 15:15:00,0.775,0.0,0.0,1.0,0.34,0.99,0.95,0.3276283618581907
7094,2019-05-10 15:30:00,0.7875,0.0,0.0,0.92,0.04,0.99,0.97,0.2982885085574572
7095,2019-05-10 15:45:00,0.7875,0.0,0.0,0.92,0.04,0.99,0.97,0.2982885085574572
7096,2019-05-10 16:00:00,0.7875,0.0,0.0,0.92,0.04,0.99,0.97,0.2982885085574572
7097,2019-05-10 16:15:00,0.7875,0.0,0.0,0.92,0.04,0.99,0.97,0.2982885085574572
7098,2019-05-10 16:30:00,0.8225,0.0,0.0,1.0,0.28,0.99,1.0,0.2909535452322738
7099,2019-05-10 16:45:00,0.8225,0.0,0.0,1.0,0.28,0.99,1.0,0.2909535452322738
7100,2019-05-10 17:00:00,0.8225,0.0,0.0,1.0,0.28,0.99,1.0,0.2909535452322738
7101,2019-05-10 17:15:00,0.8225,0.0,0.0,1.0,0.28,0.99,1.0,0.2909535452322738
7102,2019-05-10 17:30:00,0.805,0.1020408163265306,0.1020408163265306,1.0,0.37,0.83,0.92,0.3202933985330073
7103,2019-05-10 17:45:00,0.805,0.1020408163265306,0.1020408163265306,1.0,0.37,0.83,0.92,0.3202933985330073
7104,2019-05-10 18:00:00,0.805,0.1020408163265306,0.1020408163265306,1.0,0.37,0.83,0.92,0.3202933985330073
7105,2019-05-10 18:15:00,0.805,0.1020408163265306,0.1020408163265306,1.0,0.37,0.83,0.92,0.3202933985330073
7106,2019-05-10 18:30:00,0.825,0.0,0.0,1.0,0.53,0.45,0.97,0.3789731051344743
7107,2019-05-10 18:45:00,0.825,0.0,0.0,1.0,0.53,0.45,0.97,0.3789731051344743
7108,2019-05-10 19:00:00,0.825,0.0,0.0,1.0,0.53,0.45,0.97,0.3789731051344743
7109,2019-05-10 19:15:00,0.825,0.0,0.0,1.0,0.53,0.45,0.97,0.3789731051344743
7110,2019-05-10 19:30:00,0.8275,0.0,0.0,0.71,0.38,0.14,0.93,0.3227383863080684
7111,2019-05-10 19:45:00,0.8275,0.0,0.0,0.71,0.38,0.14,0.93,0.3227383863080684
7112,2019-05-10 20:00:00,0.8275,0.0,0.0,0.71,0.38,0.14,0.93,0.3227383863080684
7113,2019-05-10 20:15:00,0.8275,0.0,0.0,0.71,0.38,0.14,0.93,0.3227383863080684
7114,2019-05-10 20:30:00,0.825,0.0,0.0,0.68,0.23,0.31,0.95,0.2738386308068459
7115,2019-05-10 20:45:00,0.825,0.0,0.0,0.68,0.23,0.31,0.95,0.2738386308068459
7116,2019-05-10 21:00:00,0.825,0.0,0.0,0.68,0.23,0.31,0.95,0.2738386308068459
7117,2019-05-10 21:15:00,0.825,0.0,0.0,0.68,0.23,0.31,0.95,0.2738386308068459
7118,2019-05-10 21:30:00,0.8525,0.0,0.0,0.62,0.18,0.26,1.0,0.1589242053789731
7119,2019-05-10 21:45:00,0.8525,0.0,0.0,0.62,0.18,0.26,1.0,0.1589242053789731
7120,2019-05-10 22:00:00,0.8525,0.0,0.0,0.62,0.18,0.26,1.0,0.1589242053789731
7121,2019-05-10 22:15:00,0.8525,0.0,0.0,0.62,0.18,0.26,1.0,0.1589242053789731
7122,2019-05-10 22:30:00,0.8400000000000001,0.0,0.0,0.41,0.04,0.13,0.99,0.3129584352078239
7123,2019-05-10 22:45:00,0.8400000000000001,0.0,0.0,0.41,0.04,0.13,0.99,0.3129584352078239
7124,2019-05-10 23:00:00,0.8400000000000001,0.0,0.0,0.41,0.04,0.13,0.99,0.3129584352078239
7125,2019-05-10 23:15:00,0.8400000000000001,0.0,0.0,0.41,0.04,0.13,0.99,0.3129584352078239
7126,2019-05-10 23:30:00,0.8175000000000001,0.0,0.0,0.27,0.02,0.27,0.31,0.3080684596577017
7127,2019-05-10 23:45:00,0.8175000000000001,0.0,0.0,0.27,0.02,0.27,0.31,0.3080684596577017
7128,2019-05-11 06:00:00,0.7575,0.0,0.0,0.59,0.14,0.29,0.96,0.2518337408312958
7129,2019-05-11 06:15:00,0.7575,0.0,0.0,0.59,0.14,0.29,0.96,0.2518337408312958
7130,2019-05-11 06:30:00,0.7474999999999999,0.0,0.0,0.72,0.23,0.35,1.0,0.2738386308068459
7131,2019-05-11 06:45:00,0.7474999999999999,0.0,0.0,0.72,0.23,0.35,1.0,0.2738386308068459
7132,2019-05-11 07:00:00,0.7474999999999999,0.0,0.0,0.72,0.23,0.35,1.0,0.2738386308068459
7133,2019-05-11 07:15:00,0.7474999999999999,0.0,0.0,0.72,0.23,0.35,1.0,0.2738386308068459
7134,2019-05-11 07:30:00,0.7224999999999999,0.0408163265306122,0.0408163265306122,0.88,0.27,0.56,1.0,0.2591687041564792
7135,2019-05-11 07:45:00,0.7224999999999999,0.0408163265306122,0.0408163265306122,0.88,0.27,0.56,1.0,0.2591687041564792
7136,2019-05-11 08:00:00,0.7224999999999999,0.0408163265306122,0.0408163265306122,0.88,0.27,0.56,1.0,0.2591687041564792
7137,2019-05-11 08:15:00,0.7224999999999999,0.0408163265306122,0.0408163265306122,0.88,0.27,0.56,1.0,0.2591687041564792
7138,2019-05-11 08:30:00,0.6900000000000001,0.0,0.0,0.54,0.07,0.3,1.0,0.2860635696821516
7139,2019-05-11 08:45:00,0.6900000000000001,0.0,0.0,0.54,0.07,0.3,1.0,0.2860635696821516
7140,2019-05-11 09:00:00,0.6900000000000001,0.0,0.0,0.54,0.07,0.3,1.0,0.2860635696821516
7141,2019-05-11 09:15:00,0.6900000000000001,0.0,0.0,0.54,0.07,0.3,1.0,0.2860635696821516
7142,2019-05-11 09:30:00,0.6625,0.0,0.0,0.32,0.0,0.05,0.95,0.2836185819070904
7143,2019-05-11 09:45:00,0.6625,0.0,0.0,0.32,0.0,0.05,0.95,0.2836185819070904
7144,2019-05-11 10:00:00,0.6625,0.0,0.0,0.32,0.0,0.05,0.95,0.2836185819070904
7145,2019-05-11 10:15:00,0.6625,0.0,0.0,0.32,0.0,0.05,0.95,0.2836185819070904
7146,2019-05-11 10:30:00,0.655,0.0,0.0,0.3,0.0,0.0,0.99,0.2982885085574572
7147,2019-05-11 10:45:00,0.655,0.0,0.0,0.3,0.0,0.0,0.99,0.2982885085574572
7148,2019-05-11 11:00:00,0.655,0.0,0.0,0.3,0.0,0.0,0.99,0.2982885085574572
7149,2019-05-11 11:15:00,0.655,0.0,0.0,0.3,0.0,0.0,0.99,0.2982885085574572
7150,2019-05-11 11:30:00,0.65,0.0,0.0,0.31,0.02,0.0,0.98,0.3545232273838631
7151,2019-05-11 11:45:00,0.65,0.0,0.0,0.31,0.02,0.0,0.98,0.3545232273838631
7152,2019-05-11 12:00:00,0.65,0.0,0.0,0.31,0.02,0.0,0.98,0.3545232273838631
7153,2019-05-11 12:15:00,0.65,0.0,0.0,0.31,0.02,0.0,0.98,0.3545232273838631
7154,2019-05-11 12:30:00,0.6475,0.0,0.0,0.32,0.02,0.0,0.99,0.3789731051344743
7155,2019-05-11 12:45:00,0.6475,0.0,0.0,0.32,0.02,0.0,0.99,0.3789731051344743
7156,2019-05-11 13:00:00,0.6475,0.0,0.0,0.32,0.02,0.0,0.99,0.3789731051344743
7157,2019-05-11 13:15:00,0.6475,0.0,0.0,0.32,0.02,0.0,0.99,0.3789731051344743
7158,2019-05-11 13:30:00,0.655,0.0,0.0,0.14,0.0,0.0,0.45,0.3374083129584352
7159,2019-05-11 13:45:00,0.655,0.0,0.0,0.14,0.0,0.0,0.45,0.3374083129584352
7160,2019-05-11 14:00:00,0.655,0.0,0.0,0.14,0.0,0.0,0.45,0.3374083129584352
7161,2019-05-11 14:15:00,0.655,0.0,0.0,0.14,0.0,0.0,0.45,0.3374083129584352
7162,2019-05-11 14:30:00,0.6875,0.0,0.0,0.09,0.0,0.0,0.31,0.3178484107579462
7163,2019-05-11 14:45:00,0.6875,0.0,0.0,0.09,0.0,0.0,0.31,0.3178484107579462
7164,2019-05-11 15:00:00,0.6875,0.0,0.0,0.09,0.0,0.0,0.31,0.3178484107579462
7165,2019-05-11 15:15:00,0.6875,0.0,0.0,0.09,0.0,0.0,0.31,0.3178484107579462
7166,2019-05-11 15:30:00,0.7025,0.0,0.0,0.01,0.0,0.01,0.0,0.3031784841075794
7167,2019-05-11 15:45:00,0.7025,0.0,0.0,0.01,0.0,0.01,0.0,0.3031784841075794
7168,2019-05-11 16:00:00,0.7025,0.0,0.0,0.01,0.0,0.01,0.0,0.3031784841075794
7169,2019-05-11 16:15:00,0.7025,0.0,0.0,0.01,0.0,0.01,0.0,0.3031784841075794
7170,2019-05-11 16:30:00,0.7300000000000001,0.0,0.0,0.01,0.0,0.0,0.03,0.2689486552567237
7171,2019-05-11 16:45:00,0.7300000000000001,0.0,0.0,0.01,0.0,0.0,0.03,0.2689486552567237
7172,2019-05-11 17:00:00,0.7300000000000001,0.0,0.0,0.01,0.0,0.0,0.03,0.2689486552567237
7173,2019-05-11 17:15:00,0.7300000000000001,0.0,0.0,0.01,0.0,0.0,0.03,0.2689486552567237
7174,2019-05-11 17:30:00,0.7474999999999999,0.0,0.0,0.13,0.0,0.0,0.42,0.2078239608801956
7175,2019-05-11 17:45:00,0.7474999999999999,0.0,0.0,0.13,0.0,0.0,0.42,0.2078239608801956
7176,2019-05-11 18:00:00,0.7474999999999999,0.0,0.0,0.13,0.0,0.0,0.42,0.2078239608801956
7177,2019-05-11 18:15:00,0.7474999999999999,0.0,0.0,0.13,0.0,0.0,0.42,0.2078239608801956
7178,2019-05-11 18:30:00,0.7675000000000001,0.0,0.0,0.24,0.0,0.0,0.79,0.1515892420537897
7179,2019-05-11 18:45:00,0.7675000000000001,0.0,0.0,0.24,0.0,0.0,0.79,0.1515892420537897
7180,2019-05-11 19:00:00,0.7675000000000001,0.0,0.0,0.24,0.0,0.0,0.79,0.1515892420537897
7181,2019-05-11 19:15:00,0.7675000000000001,0.0,0.0,0.24,0.0,0.0,0.79,0.1515892420537897
7182,2019-05-11 19:30:00,0.7775000000000001,0.0,0.0,0.26,0.0,0.04,0.77,0.139364303178484
7183,2019-05-11 19:45:00,0.7775000000000001,0.0,0.0,0.26,0.0,0.04,0.77,0.139364303178484
7184,2019-05-11 20:00:00,0.7775000000000001,0.0,0.0,0.26,0.0,0.04,0.77,0.139364303178484
7185,2019-05-11 20:15:00,0.7775000000000001,0.0,0.0,0.26,0.0,0.04,0.77,0.139364303178484
7186,2019-05-11 20:30:00,0.7825,0.0,0.0,0.62,0.0,0.54,0.97,0.0929095354523227
7187,2019-05-11 20:45:00,0.7825,0.0,0.0,0.62,0.0,0.54,0.97,0.0929095354523227
7188,2019-05-11 21:00:00,0.7825,0.0,0.0,0.62,0.0,0.54,0.97,0.0929095354523227
7189,2019-05-11 21:15:00,0.7825,0.0,0.0,0.62,0.0,0.54,0.97,0.0929095354523227
7190,2019-05-11 21:30:00,0.7575,0.0,0.0,0.74,0.0,0.75,0.97,0.0660146699266503
7191,2019-05-11 21:45:00,0.7575,0.0,0.0,0.74,0.0,0.75,0.97,0.0660146699266503
7192,2019-05-11 22:00:00,0.7575,0.0,0.0,0.74,0.0,0.75,0.97,0.0660146699266503
7193,2019-05-11 22:15:00,0.7575,0.0,0.0,0.74,0.0,0.75,0.97,0.0660146699266503
7194,2019-05-11 22:30:00,0.7550000000000001,0.0,0.0,0.83,0.0,0.91,0.94,0.0024449877750611
7195,2019-05-11 22:45:00,0.7550000000000001,0.0,0.0,0.83,0.0,0.91,0.94,0.0024449877750611
7196,2019-05-11 23:00:00,0.7550000000000001,0.0,0.0,0.83,0.0,0.91,0.94,0.0024449877750611
7197,2019-05-11 23:15:00,0.7550000000000001,0.0,0.0,0.83,0.0,0.91,0.94,0.0024449877750611
7198,2019-05-11 23:30:00,0.765,0.0,0.0,0.87,0.0,0.98,0.95,0.0904645476772616
7199,2019-05-11 23:45:00,0.765,0.0,0.0,0.87,0.0,0.98,0.95,0.0904645476772616
7200,2019-05-12 06:00:00,0.635,0.1428571428571428,0.1428571428571428,1.0,0.5,1.0,0.99,0.1418092909535452
7201,2019-05-12 06:15:00,0.635,0.1428571428571428,0.1428571428571428,1.0,0.5,1.0,0.99,0.1418092909535452
7202,2019-05-12 06:30:00,0.615,0.183673469387755,0.183673469387755,1.0,0.6,1.0,0.92,0.2713936430317848
7203,2019-05-12 06:45:00,0.615,0.183673469387755,0.183673469387755,1.0,0.6,1.0,0.92,0.2713936430317848
7204,2019-05-12 07:00:00,0.615,0.183673469387755,0.183673469387755,1.0,0.6,1.0,0.92,0.2713936430317848
7205,2019-05-12 07:15:00,0.615,0.183673469387755,0.183673469387755,1.0,0.6,1.0,0.92,0.2713936430317848
7206,2019-05-12 07:30:00,0.5900000000000001,0.183673469387755,0.183673469387755,1.0,0.62,1.0,0.98,0.3276283618581907
7207,2019-05-12 07:45:00,0.5900000000000001,0.183673469387755,0.183673469387755,1.0,0.62,1.0,0.98,0.3276283618581907
7208,2019-05-12 08:00:00,0.5900000000000001,0.183673469387755,0.183673469387755,1.0,0.62,1.0,0.98,0.3276283618581907
7209,2019-05-12 08:15:00,0.5900000000000001,0.183673469387755,0.183673469387755,1.0,0.62,1.0,0.98,0.3276283618581907
7210,2019-05-12 08:30:00,0.5675,0.2653061224489796,0.2653061224489796,1.0,1.0,1.0,1.0,0.430317848410758
7211,2019-05-12 08:45:00,0.5675,0.2653061224489796,0.2653061224489796,1.0,1.0,1.0,1.0,0.430317848410758
7212,2019-05-12 09:00:00,0.5675,0.2653061224489796,0.2653061224489796,1.0,1.0,1.0,1.0,0.430317848410758
7213,2019-05-12 09:15:00,0.5675,0.2653061224489796,0.2653061224489796,1.0,1.0,1.0,1.0,0.430317848410758
7214,2019-05-12 09:30:00,0.5549999999999999,0.2448979591836734,0.2448979591836734,1.0,1.0,1.0,1.0,0.469437652811736
7215,2019-05-12 09:45:00,0.5549999999999999,0.2448979591836734,0.2448979591836734,1.0,1.0,1.0,1.0,0.469437652811736
7216,2019-05-12 10:00:00,0.5549999999999999,0.2448979591836734,0.2448979591836734,1.0,1.0,1.0,1.0,0.469437652811736
7217,2019-05-12 10:15:00,0.5549999999999999,0.2448979591836734,0.2448979591836734,1.0,1.0,1.0,1.0,0.469437652811736
7218,2019-05-12 10:30:00,0.54,0.1224489795918367,0.1224489795918367,1.0,1.0,1.0,1.0,0.5207823960880196
7219,2019-05-12 10:45:00,0.54,0.1224489795918367,0.1224489795918367,1.0,1.0,1.0,1.0,0.5207823960880196
7220,2019-05-12 11:00:00,0.54,0.1224489795918367,0.1224489795918367,1.0,1.0,1.0,1.0,0.5207823960880196
7221,2019-05-12 11:15:00,0.54,0.1224489795918367,0.1224489795918367,1.0,1.0,1.0,1.0,0.5207823960880196
7222,2019-05-12 11:30:00,0.54,0.183673469387755,0.183673469387755,1.0,1.0,1.0,1.0,0.5305623471882641
7223,2019-05-12 11:45:00,0.54,0.183673469387755,0.183673469387755,1.0,1.0,1.0,1.0,0.5305623471882641
7224,2019-05-12 12:00:00,0.54,0.183673469387755,0.183673469387755,1.0,1.0,1.0,1.0,0.5305623471882641
7225,2019-05-12 12:15:00,0.54,0.183673469387755,0.183673469387755,1.0,1.0,1.0,1.0,0.5305623471882641
7226,2019-05-12 12:30:00,0.54,0.1224489795918367,0.1224489795918367,1.0,1.0,1.0,1.0,0.5452322738386308
7227,2019-05-12 12:45:00,0.54,0.1224489795918367,0.1224489795918367,1.0,1.0,1.0,1.0,0.5452322738386308
7228,2019-05-12 13:00:00,0.54,0.1224489795918367,0.1224489795918367,1.0,1.0,1.0,1.0,0.5452322738386308
7229,2019-05-12 13:15:00,0.54,0.1224489795918367,0.1224489795918367,1.0,1.0,1.0,1.0,0.5452322738386308
7230,2019-05-12 13:30:00,0.5349999999999999,0.0816326530612244,0.0816326530612244,1.0,1.0,1.0,1.0,0.5770171149144255
7231,2019-05-12 13:45:00,0.5349999999999999,0.0816326530612244,0.0816326530612244,1.0,1.0,1.0,1.0,0.5770171149144255
7232,2019-05-12 14:00:00,0.5349999999999999,0.0816326530612244,0.0816326530612244,1.0,1.0,1.0,1.0,0.5770171149144255
7233,2019-05-12 14:15:00,0.5349999999999999,0.0816326530612244,0.0816326530612244,1.0,1.0,1.0,1.0,0.5770171149144255
7234,2019-05-12 14:30:00,0.5275000000000001,0.1020408163265306,0.1020408163265306,1.0,1.0,1.0,1.0,0.5770171149144255
7235,2019-05-12 14:45:00,0.5275000000000001,0.1020408163265306,0.1020408163265306,1.0,1.0,1.0,1.0,0.5770171149144255
7236,2019-05-12 15:00:00,0.5275000000000001,0.1020408163265306,0.1020408163265306,1.0,1.0,1.0,1.0,0.5770171149144255
7237,2019-05-12 15:15:00,0.5275000000000001,0.1020408163265306,0.1020408163265306,1.0,1.0,1.0,1.0,0.5770171149144255
7238,2019-05-12 15:30:00,0.5175,0.1224489795918367,0.1224489795918367,1.0,1.0,1.0,1.0,0.5892420537897312
7239,2019-05-12 15:45:00,0.5175,0.1224489795918367,0.1224489795918367,1.0,1.0,1.0,1.0,0.5892420537897312
7240,2019-05-12 16:00:00,0.5175,0.1224489795918367,0.1224489795918367,1.0,1.0,1.0,1.0,0.5892420537897312
7241,2019-05-12 16:15:00,0.5175,0.1224489795918367,0.1224489795918367,1.0,1.0,1.0,1.0,0.5892420537897312
7242,2019-05-12 16:30:00,0.5175,0.3673469387755101,0.3673469387755101,1.0,1.0,1.0,1.0,0.5990220048899756
7243,2019-05-12 16:45:00,0.5175,0.3673469387755101,0.3673469387755101,1.0,1.0,1.0,1.0,0.5990220048899756
7244,2019-05-12 17:00:00,0.5175,0.3673469387755101,0.3673469387755101,1.0,1.0,1.0,1.0,0.5990220048899756
7245,2019-05-12 17:15:00,0.5175,0.3673469387755101,0.3673469387755101,1.0,1.0,1.0,1.0,0.5990220048899756
7246,2019-05-12 17:30:00,0.515,0.4285714285714285,0.4285714285714285,1.0,0.98,1.0,1.0,0.6332518337408314
7247,2019-05-12 17:45:00,0.515,0.4285714285714285,0.4285714285714285,1.0,0.98,1.0,1.0,0.6332518337408314
7248,2019-05-12 18:00:00,0.515,0.4285714285714285,0.4285714285714285,1.0,0.98,1.0,1.0,0.6332518337408314
