time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h)
2019-02-18 20:15:00,0.4025,0.0,0.0,0.8,0.89,0.0,0.0,0.5330073349633252
2019-02-18 20:30:00,0.3875,0.0,0.0,0.34,0.38,0.0,0.0,0.58679706601467
2019-02-18 20:45:00,0.3875,0.0,0.0,0.34,0.38,0.0,0.0,0.58679706601467
2019-02-18 21:00:00,0.3875,0.0,0.0,0.34,0.38,0.0,0.0,0.58679706601467
2019-02-18 21:15:00,0.3875,0.0,0.0,0.34,0.38,0.0,0.0,0.58679706601467
2019-02-18 21:30:00,0.335,0.0,0.0,0.41,0.45,0.01,0.0,0.5036674816625918
2019-02-18 21:45:00,0.335,0.0,0.0,0.41,0.45,0.01,0.0,0.5036674816625918
2019-02-18 22:00:00,0.335,0.0,0.0,0.41,0.45,0.01,0.0,0.5036674816625918
2019-02-18 22:15:00,0.335,0.0,0.0,0.41,0.45,0.01,0.0,0.5036674816625918
2019-02-18 22:30:00,0.31999999999999995,0.0,0.0,0.02,0.02,0.0,0.0,0.5330073349633252
2019-02-18 22:45:00,0.31999999999999995,0.0,0.0,0.02,0.02,0.0,0.0,0.5330073349633252
2019-02-18 23:00:00,0.31999999999999995,0.0,0.0,0.02,0.02,0.0,0.0,0.5330073349633252
2019-02-18 23:15:00,0.31999999999999995,0.0,0.0,0.02,0.02,0.0,0.0,0.5330073349633252
2019-02-18 23:30:00,0.2975,0.0,0.0,0.0,0.0,0.0,0.0,0.5134474327628362
2019-02-18 23:45:00,0.2975,0.0,0.0,0.0,0.0,0.0,0.0,0.5134474327628362
2019-02-19 06:00:00,0.22000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.4425427872860636
2019-02-19 06:15:00,0.22000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.4425427872860636
2019-02-19 06:30:00,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.4034229828850856
2019-02-19 06:45:00,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.4034229828850856
2019-02-19 07:00:00,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.4034229828850856
2019-02-19 07:15:00,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.4034229828850856
2019-02-19 07:30:00,0.21749999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.37163814180929094
2019-02-19 07:45:00,0.21749999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.37163814180929094
2019-02-19 08:00:00,0.21749999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.37163814180929094
2019-02-19 08:15:00,0.21749999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.37163814180929094
2019-02-19 08:30:00,0.20750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.3643031784841076
2019-02-19 08:45:00,0.20750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.3643031784841076
2019-02-19 09:00:00,0.20750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.3643031784841076
2019-02-19 09:15:00,0.20750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.3643031784841076
2019-02-19 09:30:00,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.35207823960880197
2019-02-19 09:45:00,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.35207823960880197
2019-02-19 10:00:00,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.35207823960880197
2019-02-19 10:15:00,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.35207823960880197
2019-02-19 10:30:00,0.1875,0.0,0.0,0.0,0.0,0.0,0.01,0.33985330073349634
2019-02-19 10:45:00,0.1875,0.0,0.0,0.0,0.0,0.0,0.01,0.33985330073349634
2019-02-19 11:00:00,0.1875,0.0,0.0,0.0,0.0,0.0,0.01,0.33985330073349634
2019-02-19 11:15:00,0.1875,0.0,0.0,0.0,0.0,0.0,0.01,0.33985330073349634
2019-02-19 11:30:00,0.1875,0.0,0.0,0.01,0.0,0.0,0.03,0.31295843520782396
2019-02-19 11:45:00,0.1875,0.0,0.0,0.01,0.0,0.0,0.03,0.31295843520782396
2019-02-19 12:00:00,0.1875,0.0,0.0,0.01,0.0,0.0,0.03,0.31295843520782396
2019-02-19 12:15:00,0.1875,0.0,0.0,0.01,0.0,0.0,0.03,0.31295843520782396
2019-02-19 12:30:00,0.2,0.0,0.0,0.03,0.0,0.0,0.11,0.33251833740831294
2019-02-19 12:45:00,0.2,0.0,0.0,0.03,0.0,0.0,0.11,0.33251833740831294
2019-02-19 13:00:00,0.2,0.0,0.0,0.03,0.0,0.0,0.11,0.33251833740831294
2019-02-19 13:15:00,0.2,0.0,0.0,0.03,0.0,0.0,0.11,0.33251833740831294
2019-02-19 13:30:00,0.21749999999999997,0.0,0.0,0.07,0.0,0.0,0.23,0.30073349633251834
2019-02-19 13:45:00,0.21749999999999997,0.0,0.0,0.07,0.0,0.0,0.23,0.30073349633251834
2019-02-19 14:00:00,0.21749999999999997,0.0,0.0,0.07,0.0,0.0,0.23,0.30073349633251834
2019-02-19 14:15:00,0.21749999999999997,0.0,0.0,0.07,0.0,0.0,0.23,0.30073349633251834
2019-02-19 14:30:00,0.255,0.0,0.0,0.13,0.0,0.0,0.42,0.3202933985330073
2019-02-19 14:45:00,0.255,0.0,0.0,0.13,0.0,0.0,0.42,0.3202933985330073
2019-02-19 15:00:00,0.255,0.0,0.0,0.13,0.0,0.0,0.42,0.3202933985330073
2019-02-19 15:15:00,0.255,0.0,0.0,0.13,0.0,0.0,0.42,0.3202933985330073
2019-02-19 15:30:00,0.26999999999999996,0.0,0.0,0.29,0.01,0.0,0.92,0.3202933985330073
2019-02-19 15:45:00,0.26999999999999996,0.0,0.0,0.29,0.01,0.0,0.92,0.3202933985330073
2019-02-19 16:00:00,0.26999999999999996,0.0,0.0,0.29,0.01,0.0,0.92,0.3202933985330073
2019-02-19 16:15:00,0.26999999999999996,0.0,0.0,0.29,0.01,0.0,0.92,0.3202933985330073
2019-02-19 16:30:00,0.2875,0.0,0.0,0.25,0.0,0.0,0.82,0.3080684596577017
2019-02-19 16:45:00,0.2875,0.0,0.0,0.25,0.0,0.0,0.82,0.3080684596577017
2019-02-19 17:00:00,0.2875,0.0,0.0,0.25,0.0,0.0,0.82,0.3080684596577017
2019-02-19 17:15:00,0.2875,0.0,0.0,0.25,0.0,0.0,0.82,0.3080684596577017
2019-02-19 17:30:00,0.31,0.0,0.0,0.26,0.0,0.0,0.86,0.3105134474327628
2019-02-19 17:45:00,0.31,0.0,0.0,0.26,0.0,0.0,0.86,0.3105134474327628
2019-02-19 18:00:00,0.31,0.0,0.0,0.26,0.0,0.0,0.86,0.3105134474327628
2019-02-19 18:15:00,0.31,0.0,0.0,0.26,0.0,0.0,0.86,0.3105134474327628
2019-02-19 18:30:00,0.3225,0.0,0.0,0.22,0.0,0.0,0.73,0.3105134474327628
2019-02-19 18:45:00,0.3225,0.0,0.0,0.22,0.0,0.0,0.73,0.3105134474327628
2019-02-19 19:00:00,0.3225,0.0,0.0,0.22,0.0,0.0,0.73,0.3105134474327628
2019-02-19 19:15:00,0.3225,0.0,0.0,0.22,0.0,0.0,0.73,0.3105134474327628
2019-02-19 19:30:00,0.33999999999999997,0.0,0.0,0.13,0.0,0.0,0.43,0.3080684596577017
2019-02-19 19:45:00,0.33999999999999997,0.0,0.0,0.13,0.0,0.0,0.43,0.3080684596577017
2019-02-19 20:00:00,0.33999999999999997,0.0,0.0,0.13,0.0,0.0,0.43,0.3080684596577017
2019-02-19 20:15:00,0.33999999999999997,0.0,0.0,0.13,0.0,0.0,0.43,0.3080684596577017
2019-02-19 20:30:00,0.34500000000000003,0.0,0.0,0.29,0.0,0.0,0.98,0.28361858190709044
2019-02-19 20:45:00,0.34500000000000003,0.0,0.0,0.29,0.0,0.0,0.98,0.28361858190709044
2019-02-19 21:00:00,0.34500000000000003,0.0,0.0,0.29,0.0,0.0,0.98,0.28361858190709044
2019-02-19 21:15:00,0.34500000000000003,0.0,0.0,0.29,0.0,0.0,0.98,0.28361858190709044
2019-02-19 21:30:00,0.3225,0.0,0.0,0.28,0.0,0.0,0.94,0.15892420537897312
2019-02-19 21:45:00,0.3225,0.0,0.0,0.28,0.0,0.0,0.94,0.15892420537897312
2019-02-19 22:00:00,0.3225,0.0,0.0,0.28,0.0,0.0,0.94,0.15892420537897312
2019-02-19 22:15:00,0.3225,0.0,0.0,0.28,0.0,0.0,0.94,0.15892420537897312
2019-02-19 22:30:00,0.3125,0.0,0.0,0.3,0.0,0.0,1.0,0.12713936430317846
2019-02-19 22:45:00,0.3125,0.0,0.0,0.3,0.0,0.0,1.0,0.12713936430317846
2019-02-19 23:00:00,0.3125,0.0,0.0,0.3,0.0,0.0,1.0,0.12713936430317846
2019-02-19 23:15:00,0.3125,0.0,0.0,0.3,0.0,0.0,1.0,0.12713936430317846
2019-02-19 23:30:00,0.295,0.0,0.0,0.3,0.0,0.0,1.0,0.15403422982885084
2019-02-19 23:45:00,0.295,0.0,0.0,0.3,0.0,0.0,1.0,0.15403422982885084
2019-02-20 06:00:00,0.23499999999999996,0.0,0.0,0.3,0.0,0.0,1.0,0.10513447432762836
2019-02-20 06:15:00,0.23499999999999996,0.0,0.0,0.3,0.0,0.0,1.0,0.10513447432762836
2019-02-20 06:30:00,0.2375,0.0,0.0,0.3,0.0,0.0,1.0,0.06112469437652812
2019-02-20 06:45:00,0.2375,0.0,0.0,0.3,0.0,0.0,1.0,0.06112469437652812
2019-02-20 07:00:00,0.2375,0.0,0.0,0.3,0.0,0.0,1.0,0.06112469437652812
2019-02-20 07:15:00,0.2375,0.0,0.0,0.3,0.0,0.0,1.0,0.06112469437652812
2019-02-20 07:30:00,0.2325,0.0,0.0,0.3,0.0,0.0,1.0,0.06601466992665038
2019-02-20 07:45:00,0.2325,0.0,0.0,0.3,0.0,0.0,1.0,0.06601466992665038
2019-02-20 08:00:00,0.2325,0.0,0.0,0.3,0.0,0.0,1.0,0.06601466992665038
2019-02-20 08:15:00,0.2325,0.0,0.0,0.3,0.0,0.0,1.0,0.06601466992665038
2019-02-20 08:30:00,0.22999999999999998,0.0,0.0,0.3,0.0,0.0,1.0,0.06112469437652812
2019-02-20 08:45:00,0.22999999999999998,0.0,0.0,0.3,0.0,0.0,1.0,0.06112469437652812
2019-02-20 09:00:00,0.22999999999999998,0.0,0.0,0.3,0.0,0.0,1.0,0.06112469437652812
2019-02-20 09:15:00,0.22999999999999998,0.0,0.0,0.3,0.0,0.0,1.0,0.06112469437652812
2019-02-20 09:30:00,0.24,0.0,0.0,0.31,0.0,0.01,1.0,0.11246943765281173
2019-02-20 09:45:00,0.24,0.0,0.0,0.31,0.0,0.01,1.0,0.11246943765281173
2019-02-20 10:00:00,0.24,0.0,0.0,0.31,0.0,0.01,1.0,0.11246943765281173
2019-02-20 10:15:00,0.24,0.0,0.0,0.31,0.0,0.01,1.0,0.11246943765281173
2019-02-20 10:30:00,0.22749999999999998,0.0,0.0,0.39,0.0,0.15,1.0,0.09290953545232275
2019-02-20 10:45:00,0.22749999999999998,0.0,0.0,0.39,0.0,0.15,1.0,0.09290953545232275
2019-02-20 11:00:00,0.22749999999999998,0.0,0.0,0.39,0.0,0.15,1.0,0.09290953545232275
2019-02-20 11:15:00,0.22749999999999998,0.0,0.0,0.39,0.0,0.15,1.0,0.09290953545232275
2019-02-20 11:30:00,0.2325,0.0,0.0,0.62,0.0,0.53,1.0,0.11002444987775062
2019-02-20 11:45:00,0.2325,0.0,0.0,0.62,0.0,0.53,1.0,0.11002444987775062
2019-02-20 12:00:00,0.2325,0.0,0.0,0.62,0.0,0.53,1.0,0.11002444987775062
2019-02-20 12:15:00,0.2325,0.0,0.0,0.62,0.0,0.53,1.0,0.11002444987775062
2019-02-20 12:30:00,0.23499999999999996,0.0,0.0,0.87,0.0,0.95,1.0,0.1491442542787286
2019-02-20 12:45:00,0.23499999999999996,0.0,0.0,0.87,0.0,0.95,1.0,0.1491442542787286
2019-02-20 13:00:00,0.23499999999999996,0.0,0.0,0.87,0.0,0.95,1.0,0.1491442542787286
2019-02-20 13:15:00,0.23499999999999996,0.0,0.0,0.87,0.0,0.95,1.0,0.1491442542787286
2019-02-20 13:30:00,0.23499999999999996,0.0,0.0,0.83,0.0,0.88,1.0,0.18581907090464547
2019-02-20 13:45:00,0.23499999999999996,0.0,0.0,0.83,0.0,0.88,1.0,0.18581907090464547
2019-02-20 14:00:00,0.23499999999999996,0.0,0.0,0.83,0.0,0.88,1.0,0.18581907090464547
2019-02-20 14:15:00,0.23499999999999996,0.0,0.0,0.83,0.0,0.88,1.0,0.18581907090464547
2019-02-20 14:30:00,0.24499999999999997,0.0,0.0,0.9,0.0,1.0,1.0,0.1295843520782396
2019-02-20 14:45:00,0.24499999999999997,0.0,0.0,0.9,0.0,1.0,1.0,0.1295843520782396
2019-02-20 15:00:00,0.24499999999999997,0.0,0.0,0.9,0.0,1.0,1.0,0.1295843520782396
2019-02-20 15:15:00,0.24499999999999997,0.0,0.0,0.9,0.0,1.0,1.0,0.1295843520782396
2019-02-20 15:30:00,0.2375,0.06122448979591836,0.0,0.9,0.0,1.0,1.0,0.17114914425427874
2019-02-20 15:45:00,0.2375,0.06122448979591836,0.0,0.9,0.0,1.0,1.0,0.17114914425427874
2019-02-20 16:00:00,0.2375,0.06122448979591836,0.0,0.9,0.0,1.0,1.0,0.17114914425427874
2019-02-20 16:15:00,0.2375,0.06122448979591836,0.0,0.9,0.0,1.0,1.0,0.17114914425427874
2019-02-20 16:30:00,0.22999999999999998,0.16326530612244897,0.0,0.9,0.0,1.0,1.0,0.2004889975550122
2019-02-20 16:45:00,0.22999999999999998,0.16326530612244897,0.0,0.9,0.0,1.0,1.0,0.2004889975550122
2019-02-20 17:00:00,0.22999999999999998,0.16326530612244897,0.0,0.9,0.0,1.0,1.0,0.2004889975550122
2019-02-20 17:15:00,0.22999999999999998,0.16326530612244897,0.0,0.9,0.0,1.0,1.0,0.2004889975550122
2019-02-20 17:30:00,0.23499999999999996,0.24489795918367344,0.0,1.0,0.39,1.0,1.0,0.23471882640586797
2019-02-20 17:45:00,0.23499999999999996,0.24489795918367344,0.0,1.0,0.39,1.0,1.0,0.23471882640586797
2019-02-20 18:00:00,0.23499999999999996,0.24489795918367344,0.0,1.0,0.39,1.0,1.0,0.23471882640586797
2019-02-20 18:15:00,0.23499999999999996,0.24489795918367344,0.0,1.0,0.39,1.0,1.0,0.23471882640586797
2019-02-20 18:30:00,0.24,0.16326530612244897,0.0,1.0,0.97,0.99,1.0,0.24205378973105135
2019-02-20 18:45:00,0.24,0.16326530612244897,0.0,1.0,0.97,0.99,1.0,0.24205378973105135
2019-02-20 19:00:00,0.24,0.16326530612244897,0.0,1.0,0.97,0.99,1.0,0.24205378973105135
2019-02-20 19:15:00,0.24,0.16326530612244897,0.0,1.0,0.97,0.99,1.0,0.24205378973105135
2019-02-20 19:30:00,0.24499999999999997,0.12244897959183672,0.0,1.0,1.0,1.0,1.0,0.27383863080684595
2019-02-20 19:45:00,0.24499999999999997,0.12244897959183672,0.0,1.0,1.0,1.0,1.0,0.27383863080684595
2019-02-20 20:00:00,0.24499999999999997,0.12244897959183672,0.0,1.0,1.0,1.0,1.0,0.27383863080684595
2019-02-20 20:15:00,0.24499999999999997,0.12244897959183672,0.0,1.0,1.0,1.0,1.0,0.27383863080684595
2019-02-20 20:30:00,0.25,0.12244897959183672,0.0,1.0,1.0,1.0,1.0,0.2885085574572127
2019-02-20 20:45:00,0.25,0.12244897959183672,0.0,1.0,1.0,1.0,1.0,0.2885085574572127
2019-02-20 21:00:00,0.25,0.12244897959183672,0.0,1.0,1.0,1.0,1.0,0.2885085574572127
2019-02-20 21:15:00,0.25,0.12244897959183672,0.0,1.0,1.0,1.0,1.0,0.2885085574572127
2019-02-20 21:30:00,0.2525,0.16326530612244897,0.0,1.0,0.99,1.0,1.0,0.2762836185819071
2019-02-20 21:45:00,0.2525,0.16326530612244897,0.0,1.0,0.99,1.0,1.0,0.2762836185819071
2019-02-20 22:00:00,0.2525,0.16326530612244897,0.0,1.0,0.99,1.0,1.0,0.2762836185819071
2019-02-20 22:15:00,0.2525,0.16326530612244897,0.0,1.0,0.99,1.0,1.0,0.2762836185819071
2019-02-20 22:30:00,0.2525,0.16326530612244897,0.0,1.0,1.0,1.0,1.0,0.28361858190709044
2019-02-20 22:45:00,0.2525,0.16326530612244897,0.0,1.0,1.0,1.0,1.0,0.28361858190709044
2019-02-20 23:00:00,0.2525,0.16326530612244897,0.0,1.0,1.0,1.0,1.0,0.28361858190709044
2019-02-20 23:15:00,0.2525,0.16326530612244897,0.0,1.0,1.0,1.0,1.0,0.28361858190709044
2019-02-20 23:30:00,0.2625,0.14285714285714285,0.0,1.0,1.0,1.0,1.0,0.26405867970660146
2019-02-20 23:45:00,0.2625,0.14285714285714285,0.0,1.0,1.0,1.0,1.0,0.26405867970660146
2019-02-21 06:00:00,0.3075,0.12244897959183672,0.12244897959183672,1.0,1.0,0.96,0.99,0.32273838630806845
2019-02-21 06:15:00,0.3075,0.12244897959183672,0.12244897959183672,1.0,1.0,0.96,0.99,0.32273838630806845
2019-02-21 06:30:00,0.305,0.06122448979591836,0.06122448979591836,1.0,1.0,0.99,1.0,0.23471882640586797
2019-02-21 06:45:00,0.305,0.06122448979591836,0.06122448979591836,1.0,1.0,0.99,1.0,0.23471882640586797
2019-02-21 07:00:00,0.305,0.06122448979591836,0.06122448979591836,1.0,1.0,0.99,1.0,0.23471882640586797
2019-02-21 07:15:00,0.305,0.06122448979591836,0.06122448979591836,1.0,1.0,0.99,1.0,0.23471882640586797
2019-02-21 07:30:00,0.3075,0.0,0.0,1.0,1.0,0.89,0.78,0.17603911980440096
2019-02-21 07:45:00,0.3075,0.0,0.0,1.0,1.0,0.89,0.78,0.17603911980440096
2019-02-21 08:00:00,0.3075,0.0,0.0,1.0,1.0,0.89,0.78,0.17603911980440096
2019-02-21 08:15:00,0.3075,0.0,0.0,1.0,1.0,0.89,0.78,0.17603911980440096
2019-02-21 08:30:00,0.305,0.0,0.0,1.0,1.0,0.81,0.98,0.19559902200489
2019-02-21 08:45:00,0.305,0.0,0.0,1.0,1.0,0.81,0.98,0.19559902200489
2019-02-21 09:00:00,0.305,0.0,0.0,1.0,1.0,0.81,0.98,0.19559902200489
2019-02-21 09:15:00,0.305,0.0,0.0,1.0,1.0,0.81,0.98,0.19559902200489
2019-02-21 09:30:00,0.3,0.0,0.0,1.0,1.0,0.37,1.0,0.18581907090464547
2019-02-21 09:45:00,0.3,0.0,0.0,1.0,1.0,0.37,1.0,0.18581907090464547
2019-02-21 10:00:00,0.3,0.0,0.0,1.0,1.0,0.37,1.0,0.18581907090464547
2019-02-21 10:15:00,0.3,0.0,0.0,1.0,1.0,0.37,1.0,0.18581907090464547
2019-02-21 10:30:00,0.3,0.0,0.0,1.0,1.0,0.05,1.0,0.18337408312958436
2019-02-21 10:45:00,0.3,0.0,0.0,1.0,1.0,0.05,1.0,0.18337408312958436
2019-02-21 11:00:00,0.3,0.0,0.0,1.0,1.0,0.05,1.0,0.18337408312958436
2019-02-21 11:15:00,0.3,0.0,0.0,1.0,1.0,0.05,1.0,0.18337408312958436
2019-02-21 11:30:00,0.305,0.0,0.0,1.0,0.99,0.0,0.98,0.22982885085574573
2019-02-21 11:45:00,0.305,0.0,0.0,1.0,0.99,0.0,0.98,0.22982885085574573
2019-02-21 12:00:00,0.305,0.0,0.0,1.0,0.99,0.0,0.98,0.22982885085574573
2019-02-21 12:15:00,0.305,0.0,0.0,1.0,0.99,0.0,0.98,0.22982885085574573
2019-02-21 12:30:00,0.3175,0.0,0.0,0.96,0.89,0.0,0.53,0.28117359413202936
2019-02-21 12:45:00,0.3175,0.0,0.0,0.96,0.89,0.0,0.53,0.28117359413202936
2019-02-21 13:00:00,0.3175,0.0,0.0,0.96,0.89,0.0,0.53,0.28117359413202936
2019-02-21 13:15:00,0.3175,0.0,0.0,0.96,0.89,0.0,0.53,0.28117359413202936
2019-02-21 13:30:00,0.3525,0.0,0.0,0.69,0.76,0.0,0.02,0.29095354523227385
2019-02-21 13:45:00,0.3525,0.0,0.0,0.69,0.76,0.0,0.02,0.29095354523227385
2019-02-21 14:00:00,0.3525,0.0,0.0,0.69,0.76,0.0,0.02,0.29095354523227385
2019-02-21 14:15:00,0.3525,0.0,0.0,0.69,0.76,0.0,0.02,0.29095354523227385
2019-02-21 14:30:00,0.4025,0.0,0.0,0.56,0.6,0.0,0.08,0.33251833740831294
2019-02-21 14:45:00,0.4025,0.0,0.0,0.56,0.6,0.0,0.08,0.33251833740831294
2019-02-21 15:00:00,0.4025,0.0,0.0,0.56,0.6,0.0,0.08,0.33251833740831294
2019-02-21 15:15:00,0.4025,0.0,0.0,0.56,0.6,0.0,0.08,0.33251833740831294
2019-02-21 15:30:00,0.4375,0.0,0.0,0.57,0.32,0.0,0.93,0.3251833740831296
2019-02-21 15:45:00,0.4375,0.0,0.0,0.57,0.32,0.0,0.93,0.3251833740831296
2019-02-21 16:00:00,0.4375,0.0,0.0,0.57,0.32,0.0,0.93,0.3251833740831296
2019-02-21 16:15:00,0.4375,0.0,0.0,0.57,0.32,0.0,0.93,0.3251833740831296
2019-02-21 16:30:00,0.445,0.0,0.0,0.73,0.5,0.0,0.92,0.40831295843520793
2019-02-21 16:45:00,0.445,0.0,0.0,0.73,0.5,0.0,0.92,0.40831295843520793
2019-02-21 17:00:00,0.445,0.0,0.0,0.73,0.5,0.0,0.92,0.40831295843520793
2019-02-21 17:15:00,0.445,0.0,0.0,0.73,0.5,0.0,0.92,0.40831295843520793
2019-02-21 17:30:00,0.5,0.0,0.0,0.07,0.06,0.0,0.04,0.4009779951100245
2019-02-21 17:45:00,0.5,0.0,0.0,0.07,0.06,0.0,0.04,0.4009779951100245
2019-02-21 18:00:00,0.5,0.0,0.0,0.07,0.06,0.0,0.04,0.4009779951100245
2019-02-21 18:15:00,0.5,0.0,0.0,0.07,0.06,0.0,0.04,0.4009779951100245
2019-02-21 18:30:00,0.525,0.0,0.0,0.06,0.07,0.0,0.0,0.3838630806845966
2019-02-21 18:45:00,0.525,0.0,0.0,0.06,0.07,0.0,0.0,0.3838630806845966
2019-02-21 19:00:00,0.525,0.0,0.0,0.06,0.07,0.0,0.0,0.3838630806845966
2019-02-21 19:15:00,0.525,0.0,0.0,0.06,0.07,0.0,0.0,0.3838630806845966
2019-02-21 19:30:00,0.5449999999999999,0.0,0.0,0.03,0.03,0.0,0.0,0.33007334963325186
2019-02-21 19:45:00,0.5449999999999999,0.0,0.0,0.03,0.03,0.0,0.0,0.33007334963325186
2019-02-21 20:00:00,0.5449999999999999,0.0,0.0,0.03,0.03,0.0,0.0,0.33007334963325186
2019-02-21 20:15:00,0.5449999999999999,0.0,0.0,0.03,0.03,0.0,0.0,0.33007334963325186
2019-02-21 20:30:00,0.55,0.0,0.0,0.01,0.01,0.0,0.0,0.2469437652811736
2019-02-21 20:45:00,0.55,0.0,0.0,0.01,0.01,0.0,0.0,0.2469437652811736
2019-02-21 21:00:00,0.55,0.0,0.0,0.01,0.01,0.0,0.0,0.2469437652811736
2019-02-21 21:15:00,0.55,0.0,0.0,0.01,0.01,0.0,0.0,0.2469437652811736
2019-02-21 21:30:00,0.515,0.0,0.0,0.02,0.02,0.0,0.02,0.21271393643031783
2019-02-21 21:45:00,0.515,0.0,0.0,0.02,0.02,0.0,0.02,0.21271393643031783
2019-02-21 22:00:00,0.515,0.0,0.0,0.02,0.02,0.0,0.02,0.21271393643031783
2019-02-21 22:15:00,0.515,0.0,0.0,0.02,0.02,0.0,0.02,0.21271393643031783
2019-02-21 22:30:00,0.48250000000000004,0.0,0.0,0.01,0.0,0.0,0.02,0.2273838630806846
2019-02-21 22:45:00,0.48250000000000004,0.0,0.0,0.01,0.0,0.0,0.02,0.2273838630806846
2019-02-21 23:00:00,0.48250000000000004,0.0,0.0,0.01,0.0,0.0,0.02,0.2273838630806846
2019-02-21 23:15:00,0.48250000000000004,0.0,0.0,0.01,0.0,0.0,0.02,0.2273838630806846
2019-02-21 23:30:00,0.45499999999999996,0.0,0.0,0.25,0.0,0.0,0.83,0.2469437652811736
2019-02-21 23:45:00,0.45499999999999996,0.0,0.0,0.25,0.0,0.0,0.83,0.2469437652811736
2019-02-22 06:00:00,0.4125,0.0,0.0,0.59,0.0,0.48,1.0,0.2493887530562347
2019-02-22 06:15:00,0.4125,0.0,0.0,0.59,0.0,0.48,1.0,0.2493887530562347
2019-02-22 06:30:00,0.4125,0.0,0.0,0.76,0.0,0.76,1.0,0.24205378973105135
2019-02-22 06:45:00,0.4125,0.0,0.0,0.76,0.0,0.76,1.0,0.24205378973105135
2019-02-22 07:00:00,0.4125,0.0,0.0,0.76,0.0,0.76,1.0,0.24205378973105135
2019-02-22 07:15:00,0.4125,0.0,0.0,0.76,0.0,0.76,1.0,0.24205378973105135
2019-02-22 07:30:00,0.4025,0.0,0.0,0.43,0.0,0.23,0.98,0.26405867970660146
2019-02-22 07:45:00,0.4025,0.0,0.0,0.43,0.0,0.23,0.98,0.26405867970660146
2019-02-22 08:00:00,0.4025,0.0,0.0,0.43,0.0,0.23,0.98,0.26405867970660146
2019-02-22 08:15:00,0.4025,0.0,0.0,0.43,0.0,0.23,0.98,0.26405867970660146
2019-02-22 08:30:00,0.3875,0.0,0.0,0.3,0.0,0.0,1.0,0.28361858190709044
2019-02-22 08:45:00,0.3875,0.0,0.0,0.3,0.0,0.0,1.0,0.28361858190709044
2019-02-22 09:00:00,0.3875,0.0,0.0,0.3,0.0,0.0,1.0,0.28361858190709044
2019-02-22 09:15:00,0.3875,0.0,0.0,0.3,0.0,0.0,1.0,0.28361858190709044
2019-02-22 09:30:00,0.375,0.0,0.0,0.3,0.0,0.0,1.0,0.21515892420537897
2019-02-22 09:45:00,0.375,0.0,0.0,0.3,0.0,0.0,1.0,0.21515892420537897
2019-02-22 10:00:00,0.375,0.0,0.0,0.3,0.0,0.0,1.0,0.21515892420537897
2019-02-22 10:15:00,0.375,0.0,0.0,0.3,0.0,0.0,1.0,0.21515892420537897
2019-02-22 10:30:00,0.3775,0.0,0.0,0.3,0.0,0.0,1.0,0.2004889975550122
2019-02-22 10:45:00,0.3775,0.0,0.0,0.3,0.0,0.0,1.0,0.2004889975550122
2019-02-22 11:00:00,0.3775,0.0,0.0,0.3,0.0,0.0,1.0,0.2004889975550122
2019-02-22 11:15:00,0.3775,0.0,0.0,0.3,0.0,0.0,1.0,0.2004889975550122
2019-02-22 11:30:00,0.375,0.0,0.0,0.3,0.0,0.0,0.99,0.1687041564792176
2019-02-22 11:45:00,0.375,0.0,0.0,0.3,0.0,0.0,0.99,0.1687041564792176
2019-02-22 12:00:00,0.375,0.0,0.0,0.3,0.0,0.0,0.99,0.1687041564792176
2019-02-22 12:15:00,0.375,0.0,0.0,0.3,0.0,0.0,0.99,0.1687041564792176
2019-02-22 12:30:00,0.3775,0.0,0.0,0.29,0.0,0.0,0.96,0.2078239608801956
2019-02-22 12:45:00,0.3775,0.0,0.0,0.29,0.0,0.0,0.96,0.2078239608801956
2019-02-22 13:00:00,0.3775,0.0,0.0,0.29,0.0,0.0,0.96,0.2078239608801956
2019-02-22 13:15:00,0.3775,0.0,0.0,0.29,0.0,0.0,0.96,0.2078239608801956
2019-02-22 13:30:00,0.39749999999999996,0.0,0.0,0.29,0.0,0.0,0.95,0.2396088019559902
2019-02-22 13:45:00,0.39749999999999996,0.0,0.0,0.29,0.0,0.0,0.95,0.2396088019559902
2019-02-22 14:00:00,0.39749999999999996,0.0,0.0,0.29,0.0,0.0,0.95,0.2396088019559902
