,Ride-hailing,Ride-splitting
0,55.57382048186711,82.94384399678084
1,23.502181731301242,13.469497677849873
2,10.500252544305283,2.643599206948007
3,4.9998218567141155,0.6390733195848632
4,2.496866773971799,0.18794640611639254
5,1.2941480978488675,0.0667670556477709
>=6,1.6329085139915833,0.049272337072246535
